instrumentid,loctimestamp,openprice,highprice,lowprice,lastprice,volume
EU0009658145D1,2004-05-17,2693.58,2693.58,2630.21,2659.85,
EU0009658145D1,2004-05-18,2661.76,2679.64,2658.81,2675.75,
EU0009658145D1,2004-05-19,2679.2,2737.4,2679.2,2729.52,
EU0009658145D1,2004-05-20,2727.66,2727.66,2694.3,2708.55,
EU0009658145D1,2004-05-21,2705.74,2724.37,2683.7,2697.46,
EU0009658145D1,2004-05-24,2700.38,2731.77,2691.03,2716.07,
EU0009658145D1,2004-05-25,2714.28,2714.28,2687.36,2699.36,
EU0009658145D1,2004-05-26,2707.07,2744.63,2707.07,2729.62,
EU0009658145D1,2004-05-27,2730.92,2763.7,2730.92,2752.02,
EU0009658145D1,2004-05-28,2756.65,2767.4,2732.91,2736.83,
EU0009658145D1,2004-05-31,2738.66,2747.53,2734.69,2747.53,
EU0009658145D1,2004-06-01,2749.4,2749.87,2710.58,2713.29,
EU0009658145D1,2004-06-02,2715.02,2749.35,2715.02,2730.15,
EU0009658145D1,2004-06-03,2730.47,2736.72,2710.4,2736.72,
EU0009658145D1,2004-06-04,2738.14,2773.09,2736.59,2767.87,
EU0009658145D1,2004-06-07,2771.3,2803.38,2771.3,2799.81,
EU0009658145D1,2004-06-08,2801.98,2813.68,2792.48,2800.36,
EU0009658145D1,2004-06-09,2802.18,2813.04,2783.3,2787.39,
EU0009658145D1,2004-06-10,2785.79,2803.1,2783.02,2800.18,
EU0009658145D1,2004-06-11,2801.16,2801.59,2786.26,2797.05,
EU0009658145D1,2004-06-14,2796.07,2796.07,2750.9,2759.27,
EU0009658145D1,2004-06-15,2759.82,2792.26,2751.04,2785.68,
EU0009658145D1,2004-06-16,2788.89,2810.86,2788.89,2807.15,
EU0009658145D1,2004-06-17,2806.38,2823.34,2797.6,2807.16,
EU0009658145D1,2004-06-18,2806.45,2824.88,2795.51,2822.06,
EU0009658145D1,2004-06-21,2826.4,2836.42,2808,2816.56,
EU0009658145D1,2004-06-22,2814.45,2814.45,2775.69,2782.43,
EU0009658145D1,2004-06-23,2783.78,2807.61,2783.78,2793.63,
EU0009658145D1,2004-06-24,2796.58,2832.62,2796.58,2822.35,
EU0009658145D1,2004-06-25,2822.28,2831.55,2809.53,2818.86,
EU0009658145D1,2004-06-28,2818.18,2847.48,2809.92,2840.04,
EU0009658145D1,2004-06-29,2835.62,2835.62,2818.04,2828.59,
EU0009658145D1,2004-06-30,2829.74,2839.62,2811.08,2811.08,
EU0009658145D1,2004-07-01,2818.56,2842.81,2798.28,2806.62,
EU0009658145D1,2004-07-02,2802.36,2802.88,2776.35,2783.99,
EU0009658145D1,2004-07-05,2784.09,2794.79,2781.7,2784.92,
EU0009658145D1,2004-07-06,2786.13,2790.61,2755.4,2764.89,
EU0009658145D1,2004-07-07,2764.6,2777.73,2759.84,2764.31,
EU0009658145D1,2004-07-08,2763.21,2776.88,2744.75,2776.88,
EU0009658145D1,2004-07-09,2773.79,2781.68,2750.03,2776.25,
EU0009658145D1,2004-07-12,2774.95,2787.14,2757.51,2760.12,
EU0009658145D1,2004-07-13,2764.95,2774.2,2760.87,2763.2,
EU0009658145D1,2004-07-14,2756.66,2756.66,2728.85,2754.77,
EU0009658145D1,2004-07-15,2753.4,2753.4,2715.64,2715.64,
EU0009658145D1,2004-07-16,2716.45,2733.54,2709.94,2713.27,
EU0009658145D1,2004-07-19,2712.99,2714.67,2694.53,2697.69,
EU0009658145D1,2004-07-20,2694.26,2710.47,2674.23,2708.16,
EU0009658145D1,2004-07-21,2716.42,2741.78,2716.42,2728.91,
EU0009658145D1,2004-07-22,2717.98,2717.98,2677.58,2680.44,
EU0009658145D1,2004-07-23,2685.48,2691.68,2665.49,2673.44,
EU0009658145D1,2004-07-26,2671.82,2681.29,2638.59,2640.61,
EU0009658145D1,2004-07-27,2642.55,2670.98,2642.55,2670.48,
EU0009658145D1,2004-07-28,2675.35,2691.42,2658.03,2665.98,
EU0009658145D1,2004-07-29,2669.27,2720.3,2669.27,2717.61,
EU0009658145D1,2004-07-30,2715.77,2728.48,2698.5,2720.05,
EU0009658145D1,2004-08-02,2716.71,2716.71,2686.22,2696.26,
EU0009658145D1,2004-08-03,2701.72,2715.96,2700.62,2712.45,
EU0009658145D1,2004-08-04,2704.53,2704.53,2671.86,2684.28,
EU0009658145D1,2004-08-05,2688.94,2709.96,2688.94,2689.26,
EU0009658145D1,2004-08-06,2680.81,2680.81,2617.66,2618.68,
EU0009658145D1,2004-08-09,2619.38,2623.22,2580.67,2596.52,
EU0009658145D1,2004-08-10,2595.49,2619.42,2593.11,2619.42,
EU0009658145D1,2004-08-11,2621.5,2625.71,2572.73,2594.45,
EU0009658145D1,2004-08-12,2598.43,2617.42,2572.16,2588.8,
EU0009658145D1,2004-08-13,2582.55,2590.07,2562.2,2580.04,
EU0009658145D1,2004-08-16,2576.58,2607.17,2559.88,2604.75,
EU0009658145D1,2004-08-17,2604.57,2634.55,2599.92,2617.27,
EU0009658145D1,2004-08-18,2614.85,2629.43,2599.96,2627.37,
EU0009658145D1,2004-08-19,2633.49,2649.25,2622.64,2630.71,
EU0009658145D1,2004-08-20,2627.51,2630.21,2607.27,2624.96,
EU0009658145D1,2004-08-23,2630.04,2666.75,2630.04,2662.35,
EU0009658145D1,2004-08-24,2661.99,2673.86,2653.98,2659.14,
EU0009658145D1,2004-08-25,2663.05,2673.96,2654.4,2664.67,
EU0009658145D1,2004-08-26,2670.74,2693.93,2670.74,2688.67,
EU0009658145D1,2004-08-27,2689.21,2704.53,2680.6,2704.53,
EU0009658145D1,2004-08-30,2705.58,2708.88,2690.69,2697.05,
EU0009658145D1,2004-08-31,2693.39,2693.39,2667.32,2670.79,
EU0009658145D1,2004-09-01,2676.22,2699.42,2676.22,2691.67,
EU0009658145D1,2004-09-02,2691.53,2717.53,2682.42,2711.16,
EU0009658145D1,2004-09-03,2710.33,2746.68,2706.61,2739.43,
EU0009658145D1,2004-09-06,2740.61,2753.38,2740.26,2748.39,
EU0009658145D1,2004-09-07,2749.58,2758.56,2741.15,2751.93,
EU0009658145D1,2004-09-08,2753.19,2754.44,2741.13,2746.96,
EU0009658145D1,2004-09-09,2742.89,2742.89,2714.82,2730.74,
EU0009658145D1,2004-09-10,2733.83,2753.15,2733.83,2745.86,
EU0009658145D1,2004-09-13,2758.43,2780.85,2758.43,2780.85,
EU0009658145D1,2004-09-14,2779.41,2779.41,2763.91,2771.67,
EU0009658145D1,2004-09-15,2771.92,2783.3,2757.01,2763.75,
EU0009658145D1,2004-09-16,2763.37,2772.57,2754.14,2765.87,
EU0009658145D1,2004-09-17,2766.75,2797.87,2761.07,2788.64,
EU0009658145D1,2004-09-20,2787.75,2787.75,2762.26,2776.1,
EU0009658145D1,2004-09-21,2774.72,2794.23,2770.86,2790.67,
EU0009658145D1,2004-09-22,2789.8,2794.14,2756.39,2759.68,
EU0009658145D1,2004-09-23,2757.59,2757.59,2726.61,2735.45,
EU0009658145D1,2004-09-24,2734.01,2743.81,2724.57,2740.06,
EU0009658145D1,2004-09-27,2738.73,2738.73,2716.54,2725.1,
EU0009658145D1,2004-09-28,2722.34,2741.14,2713.76,2733.69,
EU0009658145D1,2004-09-29,2734.63,2760.9,2734.63,2746.36,
EU0009658145D1,2004-09-30,2750.39,2767.07,2725.3,2726.3,
EU0009658145D1,2004-10-01,2728.29,2796.08,2728.29,2796.08,
EU0009658145D1,2004-10-04,2797.92,2833.54,2797.92,2823.46,
EU0009658145D1,2004-10-05,2824.22,2842.69,2814.72,2830.12,
EU0009658145D1,2004-10-06,2830.35,2838.31,2819.13,2831.88,
EU0009658145D1,2004-10-07,2832.54,2849.56,2826.31,2834.62,
EU0009658145D1,2004-10-08,2832.18,2847.33,2806.1,2816.42,
EU0009658145D1,2004-10-11,2814.27,2817.59,2802.8,2813.93,
EU0009658145D1,2004-10-12,2811.34,2811.34,2776.15,2788.07,
EU0009658145D1,2004-10-13,2788.93,2810.7,2786.39,2792.27,
EU0009658145D1,2004-10-14,2789.49,2789.49,2765.28,2776.03,
EU0009658145D1,2004-10-15,2775.02,2775.02,2753.61,2773.39,
EU0009658145D1,2004-10-18,2774.32,2783.93,2762.5,2768.63,
EU0009658145D1,2004-10-19,2771.38,2811.83,2771.38,2801.19,
EU0009658145D1,2004-10-20,2799.45,2799.45,2758.42,2769.26,
EU0009658145D1,2004-10-21,2771.65,2789.55,2758.87,2786.53,
EU0009658145D1,2004-10-22,2786.48,2807.37,2781.3,2788.89,
EU0009658145D1,2004-10-25,2786.71,2786.71,2732.18,2734.37,
EU0009658145D1,2004-10-26,2735.95,2744.18,2727.76,2739.37,
EU0009658145D1,2004-10-27,2742.78,2787.15,2742.78,2787.15,
EU0009658145D1,2004-10-28,2788.94,2822.2,2788.94,2818.54,
EU0009658145D1,2004-10-29,2818.4,2835.9,2809.72,2811.72,
EU0009658145D1,2004-11-01,2811.15,2838.19,2808.03,2834.03,
EU0009658145D1,2004-11-02,2834.3,2855.88,2834.3,2855.16,
EU0009658145D1,2004-11-03,2856.99,2879.8,2856.06,2860.68,
EU0009658145D1,2004-11-04,2860.4,2860.5,2842.85,2859.52,
EU0009658145D1,2004-11-05,2862.27,2900.59,2862.27,2874.8,
EU0009658145D1,2004-11-08,2875.09,2881.08,2866.78,2872.48,
EU0009658145D1,2004-11-09,2872.5,2877.63,2862.99,2864.93,
EU0009658145D1,2004-11-10,2866.11,2885.53,2866.11,2872.66,
EU0009658145D1,2004-11-11,2872.55,2907.54,2865.7,2903.93,
EU0009658145D1,2004-11-12,2906.33,2919.56,2902.44,2907.45,
EU0009658145D1,2004-11-15,2907.75,2924.44,2895.65,2898.16,
EU0009658145D1,2004-11-16,2898.87,2904.79,2871.8,2879.01,
EU0009658145D1,2004-11-17,2880.47,2922.24,2878.57,2922.24,
EU0009658145D1,2004-11-18,2918.85,2923.5,2907.97,2917.21,
EU0009658145D1,2004-11-19,2918.39,2932.93,2889.91,2893.08,
EU0009658145D1,2004-11-22,2891.31,2891.31,2860.05,2879.58,
EU0009658145D1,2004-11-23,2883.01,2902.34,2872.38,2876.88,
EU0009658145D1,2004-11-24,2886.03,2890.98,2869.73,2876.84,
EU0009658145D1,2004-11-25,2878.71,2905.64,2878.71,2904.16,
EU0009658145D1,2004-11-26,2901.04,2901.38,2884.3,2898.95,
EU0009658145D1,2004-11-29,2899.17,2928.64,2891.15,2891.15,
EU0009658145D1,2004-11-30,2893.43,2898.8,2868.94,2876.39,
EU0009658145D1,2004-12-01,2874.21,2916.8,2867.54,2913.21,
EU0009658145D1,2004-12-02,2913.61,2933.94,2911.83,2926.73,
EU0009658145D1,2004-12-03,2927.02,2938.38,2900.98,2911.59,
EU0009658145D1,2004-12-06,2911.17,2911.17,2895.7,2904.51,
EU0009658145D1,2004-12-07,2904.28,2927.66,2901.83,2918.43,
EU0009658145D1,2004-12-08,2916.33,2916.33,2897.82,2912.44,
EU0009658145D1,2004-12-09,2910.29,2918.76,2879.11,2888.02,
EU0009658145D1,2004-12-10,2888.75,2910.36,2888.75,2903.96,
EU0009658145D1,2004-12-13,2905.65,2933.84,2905.65,2928.43,
EU0009658145D1,2004-12-14,2929.69,2945.05,2927.7,2934.1,
EU0009658145D1,2004-12-15,2934.79,2941.04,2921.94,2921.94,
EU0009658145D1,2004-12-16,2922.03,2934.2,2922.03,2929.63,
EU0009658145D1,2004-12-17,2929.62,2936.04,2883.75,2891.48,
EU0009658145D1,2004-12-20,2890.91,2915.87,2890.52,2906.24,
EU0009658145D1,2004-12-21,2905.91,2915.22,2902.26,2912.8,
EU0009658145D1,2004-12-22,2913.99,2942.22,2913.99,2937.74,
EU0009658145D1,2004-12-23,2937.37,2951.32,2933.73,2950.92,
EU0009658145D1,2004-12-27,2950.36,2958.07,2944.16,2944.16,
EU0009658145D1,2004-12-28,2945.28,2955.11,2941.62,2955.11,
EU0009658145D1,2004-12-29,2955.23,2960.97,2947.35,2953.15,
EU0009658145D1,2004-12-30,2953.9,2958.97,2950.96,2951.24,
EU0009658145D1,2005-01-03,2952.29,2989.61,2946.8,2970.02,
EU0009658145D1,2005-01-04,2969.78,2979.88,2961.14,2971.12,
EU0009658145D1,2005-01-05,2969,2969,2942.69,2947.19,
EU0009658145D1,2005-01-06,2947.44,2967.65,2947.44,2966.24,
EU0009658145D1,2005-01-07,2965.54,2988.99,2964.48,2979.82,
EU0009658145D1,2005-01-10,2980.3,2986.07,2967.79,2977.21,
EU0009658145D1,2005-01-11,2977.14,2981.51,2943.42,2949.29,
EU0009658145D1,2005-01-12,2948.89,2952.79,2914,2924.01,
EU0009658145D1,2005-01-13,2925.6,2943.09,2922.91,2936.32,
EU0009658145D1,2005-01-14,2933.58,2951.77,2925.13,2948.22,
EU0009658145D1,2005-01-17,2948.11,2963.22,2948.11,2963.06,
EU0009658145D1,2005-01-18,2962.28,2965.6,2940.77,2962.43,
EU0009658145D1,2005-01-19,2963.91,2976.33,2957.21,2959.9,
EU0009658145D1,2005-01-20,2957.55,2957.55,2929.78,2937.71,
EU0009658145D1,2005-01-21,2937.27,2944.92,2927.62,2940.87,
EU0009658145D1,2005-01-24,2939.68,2940.02,2916.08,2937.83,
EU0009658145D1,2005-01-25,2937.66,2960.9,2932.56,2958.61,
EU0009658145D1,2005-01-26,2958.31,2967.62,2954.36,2956.43,
EU0009658145D1,2005-01-27,2956.32,2970.81,2948.55,2970.81,
EU0009658145D1,2005-01-28,2969.91,2977.99,2950.68,2955.89,
EU0009658145D1,2005-01-31,2958.07,2987.88,2958.07,2984.59,
EU0009658145D1,2005-02-01,2984.63,3008.85,2982.06,3008.85,
EU0009658145D1,2005-02-02,3009.08,3022.87,3008.92,3022.35,
EU0009658145D1,2005-02-03,3021.94,3023.85,3001.87,3010.39,
EU0009658145D1,2005-02-04,3011.58,3038.31,3011.58,3037.13,
EU0009658145D1,2005-02-07,3037.21,3055.27,3037.21,3051.97,
EU0009658145D1,2005-02-08,3052.01,3058.09,3044.78,3055.89,
EU0009658145D1,2005-02-09,3056.37,3064.3,3036.16,3044.36,
EU0009658145D1,2005-02-10,3047.97,3056.8,3035.37,3044,
EU0009658145D1,2005-02-11,3046.36,3080.08,3046.36,3080.08,
EU0009658145D1,2005-02-14,3079.93,3083.38,3065.27,3075.76,
EU0009658145D1,2005-02-15,3075.2,3091.64,3071.08,3086.95,
EU0009658145D1,2005-02-16,3087.3,3087.3,3057.17,3068.55,
EU0009658145D1,2005-02-17,3068.79,3082.69,3064.96,3067.34,
EU0009658145D1,2005-02-18,3067.26,3080.91,3062.52,3072.04,
EU0009658145D1,2005-02-21,3072.31,3079.89,3054.91,3063.64,
EU0009658145D1,2005-02-22,3062.99,3062.99,3029.22,3045.24,
EU0009658145D1,2005-02-23,3042.65,3042.65,3007.08,3028.08,
EU0009658145D1,2005-02-24,3030.17,3032.97,3020.33,3024.8,
EU0009658145D1,2005-02-25,3029.07,3062.79,3029.07,3062.72,
EU0009658145D1,2005-02-28,3063.85,3081.86,3058.32,3058.32,
EU0009658145D1,2005-03-01,3056.45,3082.87,3054.03,3078.44,
EU0009658145D1,2005-03-02,3078.89,3082.71,3060.09,3082.71,
EU0009658145D1,2005-03-03,3080.71,3091.09,3072.08,3078.11,
EU0009658145D1,2005-03-04,3079.93,3106.86,3079.06,3106.86,
EU0009658145D1,2005-03-07,3106.98,3117.77,3106.42,3114.54,
EU0009658145D1,2005-03-08,3113.82,3113.82,3093.64,3097.34,
EU0009658145D1,2005-03-09,3098.91,3115.06,3078.07,3081.99,
EU0009658145D1,2005-03-10,3079.01,3079.01,3048.6,3053.66,
EU0009658145D1,2005-03-11,3058.37,3073.75,3057.56,3060.36,
EU0009658145D1,2005-03-14,3060.06,3065.04,3050.05,3060.72,
EU0009658145D1,2005-03-15,3062.77,3086.48,3062.77,3083.73,
EU0009658145D1,2005-03-16,3083.33,3083.33,3030.43,3032.13,
EU0009658145D1,2005-03-17,3032.84,3045.04,3025.33,3039.8,
EU0009658145D1,2005-03-18,3040.38,3062.94,3040.38,3053.54,
EU0009658145D1,2005-03-21,3052.39,3059.18,3037.8,3038.14,
EU0009658145D1,2005-03-22,3040.55,3053.18,3021.66,3050.44,
EU0009658145D1,2005-03-23,3040.66,3040.82,3019.29,3036.85,
EU0009658145D1,2005-03-24,3039.55,3063.41,3037.2,3060.67,
EU0009658145D1,2005-03-29,3060.02,3069.8,3037.81,3069.35,
EU0009658145D1,2005-03-30,3067.3,3067.3,3045.56,3056.25,
EU0009658145D1,2005-03-31,3059.1,3080.25,3053.9,3055.73,
EU0009658145D1,2005-04-01,3055.18,3077.97,3053.37,3061.11,
EU0009658145D1,2005-04-04,3060,3060,3026.18,3042.17,
EU0009658145D1,2005-04-05,3046.56,3065.44,3046.56,3064.07,
EU0009658145D1,2005-04-06,3066.05,3076.23,3064.09,3076.23,
EU0009658145D1,2005-04-07,3073.4,3092.99,3070.02,3090.72,
EU0009658145D1,2005-04-08,3092.07,3100.72,3083.87,3088.92,
EU0009658145D1,2005-04-11,3088.47,3088.47,3073.75,3080.6,
EU0009658145D1,2005-04-12,3080.42,3081.53,3058.51,3065.18,
EU0009658145D1,2005-04-13,3065.92,3086.65,3065.92,3080.54,
EU0009658145D1,2005-04-14,3079.88,3086.02,3065.49,3075.33,
EU0009658145D1,2005-04-15,3074.21,3074.21,3013.79,3013.79,
EU0009658145D1,2005-04-18,3009.93,3009.93,2931.18,2947.79,
EU0009658145D1,2005-04-19,2948.38,2966.64,2948.38,2957.37,
EU0009658145D1,2005-04-20,2957.92,2974.58,2936.57,2944.33,
EU0009658145D1,2005-04-21,2942.95,2967.15,2933.68,2950.34,
EU0009658145D1,2005-04-22,2950.35,2981,2950.35,2976.39,
EU0009658145D1,2005-04-25,2975.37,2990.29,2966.17,2987.05,
EU0009658145D1,2005-04-26,2987.27,2990.88,2968.67,2983.22,
EU0009658145D1,2005-04-27,2981.82,2981.82,2930.96,2942.62,
EU0009658145D1,2005-04-28,2943.29,2955.25,2913.19,2930.87,
EU0009658145D1,2005-04-29,2929.21,2944.36,2911.48,2930.1,
EU0009658145D1,2005-05-02,2931.97,2957.46,2931.97,2949.09,
EU0009658145D1,2005-05-03,2949.35,2962.59,2944.6,2962.59,
EU0009658145D1,2005-05-04,2962.47,2981.04,2955.26,2981.04,
EU0009658145D1,2005-05-05,2981.64,3008.38,2981.64,3004.52,
EU0009658145D1,2005-05-06,3004.26,3022.54,2994.31,3019.26,
EU0009658145D1,2005-05-09,3018.05,3018.32,2999.17,3007.1,
EU0009658145D1,2005-05-10,3007.31,3017.59,2978.91,2983.42,
EU0009658145D1,2005-05-11,2983.09,2990.1,2965.88,2970.5,
EU0009658145D1,2005-05-12,2983.04,2998.31,2983.04,2993.09,
EU0009658145D1,2005-05-13,2991.71,2994.52,2971.44,2994.52,
EU0009658145D1,2005-05-16,2994.27,2994.27,2980.55,2988.16,
EU0009658145D1,2005-05-17,2990.13,2996.95,2976.73,2983.84,
EU0009658145D1,2005-05-18,2984.63,3036.3,2984.63,3036.3,
EU0009658145D1,2005-05-19,3034.88,3055.14,3034.88,3051.79,
EU0009658145D1,2005-05-20,3051.87,3060.3,3046.21,3050.45,
EU0009658145D1,2005-05-23,3051.53,3074.13,3051.53,3070.98,
EU0009658145D1,2005-05-24,3071.55,3071.55,3053.88,3066.55,
EU0009658145D1,2005-05-25,3066.57,3072.06,3054.84,3059.84,
EU0009658145D1,2005-05-26,3060.04,3089.54,3060.04,3086.08,
EU0009658145D1,2005-05-27,3086.69,3091.66,3072.9,3084,
EU0009658145D1,2005-05-30,3084.08,3096.54,3070.48,3096.54,
EU0009658145D1,2005-05-31,3096.46,3096.84,3076.53,3076.7,
EU0009658145D1,2005-06-01,3077.86,3125.88,3077.86,3125.88,
EU0009658145D1,2005-06-02,3125.64,3139.91,3119.4,3131.03,
EU0009658145D1,2005-06-03,3131.38,3138.1,3108.25,3114.27,
EU0009658145D1,2005-06-06,3114.04,3119.46,3094.43,3099.2,
EU0009658145D1,2005-06-07,3099.99,3138.29,3099.99,3134.82,
EU0009658145D1,2005-06-08,3131.08,3132.62,3115.73,3125.59,
EU0009658145D1,2005-06-09,3124.24,3126.66,3109.2,3122.93,
EU0009658145D1,2005-06-10,3126.26,3153.09,3126.26,3143.85,
EU0009658145D1,2005-06-13,3145.04,3160.86,3137.88,3159.83,
EU0009658145D1,2005-06-14,3159.09,3163.82,3148.63,3162.86,
EU0009658145D1,2005-06-15,3163.11,3172.87,3142.02,3147.55,
EU0009658145D1,2005-06-16,3147.88,3167.68,3147.88,3160.09,
EU0009658145D1,2005-06-17,3160.55,3193.34,3160.55,3178.48,
EU0009658145D1,2005-06-20,3178.01,3178.36,3150.02,3162.14,
EU0009658145D1,2005-06-21,3163.04,3183.06,3163.04,3179.62,
EU0009658145D1,2005-06-22,3179.61,3195.43,3174.3,3182.08,
EU0009658145D1,2005-06-23,3182.06,3192.93,3173.32,3190.8,
EU0009658145D1,2005-06-24,3187.67,3187.67,3156.99,3161,
EU0009658145D1,2005-06-27,3160.65,3160.65,3123.03,3132.5,
EU0009658145D1,2005-06-28,3136.42,3162,3136.42,3162,
EU0009658145D1,2005-06-29,3162.15,3190.63,3162.15,3178.56,
EU0009658145D1,2005-06-30,3178.58,3198.89,3173.89,3181.54,
EU0009658145D1,2005-07-01,3179.38,3208.94,3174.45,3208.61,
EU0009658145D1,2005-07-04,3209.14,3218.07,3202.72,3215.6,
EU0009658145D1,2005-07-05,3215.2,3216.34,3190.15,3207.91,
EU0009658145D1,2005-07-06,3208.43,3233.58,3208.43,3224.11,
EU0009658145D1,2005-07-07,3221.83,3221.83,3079.89,3170.06,
EU0009658145D1,2005-07-08,3172,3224.59,3172,3224.59,
EU0009658145D1,2005-07-11,3225.33,3251.39,3225.33,3246.4,
EU0009658145D1,2005-07-12,3246.2,3247.94,3223.75,3236.33,
EU0009658145D1,2005-07-13,3236.34,3261.5,3236.34,3260.67,
EU0009658145D1,2005-07-14,3261.39,3292.08,3261.39,3277.2,
EU0009658145D1,2005-07-15,3277.24,3286.64,3266.04,3278.71,
EU0009658145D1,2005-07-18,3279.16,3292.26,3268.82,3276.49,
EU0009658145D1,2005-07-19,3276.58,3314.06,3276.58,3314.06,
EU0009658145D1,2005-07-20,3312.96,3317.02,3292.31,3303.88,
EU0009658145D1,2005-07-21,3305,3329.67,3280.51,3299.92,
EU0009658145D1,2005-07-22,3299.57,3304.76,3281.45,3292.92,
EU0009658145D1,2005-07-25,3294.85,3304.01,3284.85,3298.27,
EU0009658145D1,2005-07-26,3298.41,3314,3288.84,3302.98,
EU0009658145D1,2005-07-27,3303.18,3320.01,3303.18,3310.84,
EU0009658145D1,2005-07-28,3311.09,3339.27,3311.09,3333.05,
EU0009658145D1,2005-07-29,3332.91,3346.56,3314.45,3326.51,
EU0009658145D1,2005-08-01,3326.17,3339.22,3312.88,3320.44,
EU0009658145D1,2005-08-02,3320.44,3349.91,3318.74,3349.91,
EU0009658145D1,2005-08-03,3349.39,3351.28,3329.44,3343.63,
EU0009658145D1,2005-08-04,3343.57,3343.57,3305.42,3310.62,
EU0009658145D1,2005-08-05,3309.74,3310.83,3280.49,3280.49,
EU0009658145D1,2005-08-08,3281.13,3307.45,3281.13,3292.41,
EU0009658145D1,2005-08-09,3292.08,3331.29,3289.21,3331.29,
EU0009658145D1,2005-08-10,3331.35,3370.84,3331.35,3370.84,
EU0009658145D1,2005-08-11,3367.38,3367.38,3338.53,3354.16,
EU0009658145D1,2005-08-12,3354.49,3356.66,3328.09,3334.15,
EU0009658145D1,2005-08-15,3334.34,3340.27,3323.06,3326.34,
EU0009658145D1,2005-08-16,3328.96,3343.35,3302.18,3307.42,
EU0009658145D1,2005-08-17,3307.15,3307.15,3278.01,3298.2,
EU0009658145D1,2005-08-18,3298.45,3300.83,3270.1,3283.84,
EU0009658145D1,2005-08-19,3284.35,3328.17,3284.35,3328.17,
EU0009658145D1,2005-08-22,3328.84,3340.12,3325.27,3330.44,
EU0009658145D1,2005-08-23,3324.01,3324.01,3299.28,3299.28,
EU0009658145D1,2005-08-24,3295.98,3297.57,3272.23,3294.25,
EU0009658145D1,2005-08-25,3293.69,3293.69,3253.53,3258.52,
EU0009658145D1,2005-08-26,3258.45,3270.27,3224.1,3224.1,
EU0009658145D1,2005-08-29,3222.52,3241.49,3196.65,3239.96,
EU0009658145D1,2005-08-30,3240.8,3255.43,3232.93,3234.1,
EU0009658145D1,2005-08-31,3237.61,3265.23,3235.34,3263.78,
EU0009658145D1,2005-09-01,3265.1,3293.1,3265.1,3282.29,
EU0009658145D1,2005-09-02,3281.13,3291.77,3264.2,3274.42,
EU0009658145D1,2005-09-05,3275.08,3303.05,3275.08,3303.05,
EU0009658145D1,2005-09-06,3303.42,3341.8,3303.42,3341.8,
EU0009658145D1,2005-09-07,3342.17,3359.95,3339.49,3349.46,
EU0009658145D1,2005-09-08,3349.72,3351.67,3332.58,3346.63,
EU0009658145D1,2005-09-09,3346.9,3365.98,3343.1,3359.65,
EU0009658145D1,2005-09-12,3361.1,3377.46,3349.7,3354.64,
EU0009658145D1,2005-09-13,3353.61,3358.04,3325.26,3325.55,
EU0009658145D1,2005-09-14,3325.71,3345.29,3325.71,3338.99,
EU0009658145D1,2005-09-15,3339.05,3352.08,3329.54,3339.02,
EU0009658145D1,2005-09-16,3339.38,3378.23,3338.38,3366.57,
EU0009658145D1,2005-09-19,3366.39,3368.48,3335.48,3356.28,
EU0009658145D1,2005-09-20,3356.55,3379.42,3356.55,3375.79,
EU0009658145D1,2005-09-21,3375.3,3375.3,3325.49,3326.78,
EU0009658145D1,2005-09-22,3325.87,3325.87,3292.44,3312.26,
EU0009658145D1,2005-09-23,3313.96,3332.32,3313.96,3331.55,
EU0009658145D1,2005-09-26,3335,3401.02,3335,3400.93,
EU0009658145D1,2005-09-27,3399.01,3399.06,3377.9,3384.24,
EU0009658145D1,2005-09-28,3385.25,3431.14,3385.25,3429.42,
EU0009658145D1,2005-09-29,3429.6,3435.2,3407.03,3412.75,
EU0009658145D1,2005-09-30,3414.77,3438.76,3414.77,3428.51,
EU0009658145D1,2005-10-03,3429.45,3451.34,3429.45,3449.34,
EU0009658145D1,2005-10-04,3449.03,3464.24,3432.47,3464.23,
EU0009658145D1,2005-10-05,3461.18,3461.18,3418.84,3418.84,
EU0009658145D1,2005-10-06,3416.82,3416.82,3363.12,3384.15,
EU0009658145D1,2005-10-07,3383.36,3391.6,3362.63,3374.1,
EU0009658145D1,2005-10-10,3374.92,3400.78,3373.58,3381.17,
EU0009658145D1,2005-10-11,3380.8,3405.63,3380.8,3387.46,
EU0009658145D1,2005-10-12,3384.89,3384.89,3350.07,3359.85,
EU0009658145D1,2005-10-13,3360.15,3361.28,3318.37,3331.42,
EU0009658145D1,2005-10-14,3334.89,3359.52,3316.15,3349.58,
EU0009658145D1,2005-10-17,3349.7,3368.42,3349.7,3356.77,
EU0009658145D1,2005-10-18,3356.73,3363.54,3330.14,3334.79,
EU0009658145D1,2005-10-19,3330,3330,3272.21,3279.61,
EU0009658145D1,2005-10-20,3285.27,3329.92,3276.61,3284.78,
EU0009658145D1,2005-10-21,3283.42,3288.77,3264.92,3271.05,
EU0009658145D1,2005-10-24,3271.03,3310.13,3267.51,3310.13,
EU0009658145D1,2005-10-25,3310.84,3324.13,3292.52,3292.52,
EU0009658145D1,2005-10-26,3291.8,3316.32,3285.75,3304.27,
EU0009658145D1,2005-10-27,3302.12,3302.12,3237.53,3241.14,
EU0009658145D1,2005-10-28,3240.31,3259.63,3212.07,3245.98,
EU0009658145D1,2005-10-31,3250.1,3320.15,3250.1,3320.15,
EU0009658145D1,2005-11-01,3320.21,3326.84,3305.42,3312.45,
