instrumentid,loctimestamp,volatility
EU0009658145PV1D1,2002-04-29 00:00:00,0.193683
EU0009658145PV1D1,2002-04-30 00:00:00,0.172953
EU0009658145PV1D1,2002-05-02 00:00:00,0.17968
EU0009658145PV1D1,2002-05-03 00:00:00,0.186948
EU0009658145PV1D1,2002-05-06 00:00:00,0.142095
EU0009658145PV1D1,2002-05-07 00:00:00,0.278085
EU0009658145PV1D1,2002-05-08 00:00:00,0.215729
EU0009658145PV1D1,2002-05-09 00:00:00,0.135852
EU0009658145PV1D1,2002-05-10 00:00:00,0.184422
EU0009658145PV1D1,2002-05-13 00:00:00,0.199739
EU0009658145PV1D1,2002-05-14 00:00:00,0.177885
EU0009658145PV1D1,2002-05-15 00:00:00,0.203335
EU0009658145PV1D1,2002-05-16 00:00:00,0.167641
EU0009658145PV1D1,2002-05-17 00:00:00,0.157043
EU0009658145PV1D1,2002-05-20 00:00:00,0.164905
EU0009658145PV1D1,2002-05-21 00:00:00,0.166537
EU0009658145PV1D1,2002-05-22 00:00:00,0.232018
EU0009658145PV1D1,2002-05-23 00:00:00,0.212751
EU0009658145PV1D1,2002-05-24 00:00:00,0.184066
EU0009658145PV1D1,2002-05-27 00:00:00,0.119134
EU0009658145PV1D1,2002-05-28 00:00:00,0.171894
EU0009658145PV1D1,2002-05-29 00:00:00,0.144912
EU0009658145PV1D1,2002-05-30 00:00:00,0.171795
EU0009658145PV1D1,2002-05-31 00:00:00,0.167224
EU0009658145PV1D1,2002-06-03 00:00:00,0.171802
EU0009658145PV1D1,2002-06-04 00:00:00,0.327699
EU0009658145PV1D1,2002-06-05 00:00:00,0.22222
EU0009658145PV1D1,2002-06-06 00:00:00,0.189604
EU0009658145PV1D1,2002-06-07 00:00:00,0.340445
EU0009658145PV1D1,2002-06-10 00:00:00,0.270688
EU0009658145PV1D1,2002-06-11 00:00:00,0.196999
EU0009658145PV1D1,2002-06-12 00:00:00,0.369085
EU0009658145PV1D1,2002-06-13 00:00:00,0.30143
EU0009658145PV1D1,2002-06-14 00:00:00,0.348573
EU0009658145PV1D1,2002-06-17 00:00:00,0.255977
EU0009658145PV1D1,2002-06-18 00:00:00,0.254602
EU0009658145PV1D1,2002-06-19 00:00:00,0.335831
EU0009658145PV1D1,2002-06-20 00:00:00,0.31499
EU0009658145PV1D1,2002-06-21 00:00:00,0.377616
EU0009658145PV1D1,2002-06-24 00:00:00,0.336174
EU0009658145PV1D1,2002-06-25 00:00:00,0.393104
EU0009658145PV1D1,2002-06-26 00:00:00,0.684532
EU0009658145PV1D1,2002-06-27 00:00:00,0.425655
EU0009658145PV1D1,2002-06-28 00:00:00,0.501182
EU0009658145PV1D1,2002-07-01 00:00:00,0.2693
EU0009658145PV1D1,2002-07-02 00:00:00,0.367836
EU0009658145PV1D1,2002-07-03 00:00:00,0.404155
EU0009658145PV1D1,2002-07-04 00:00:00,0.384706
EU0009658145PV1D1,2002-07-05 00:00:00,0.345134
EU0009658145PV1D1,2002-07-08 00:00:00,0.292554
EU0009658145PV1D1,2002-07-09 00:00:00,0.330973
EU0009658145PV1D1,2002-07-10 00:00:00,0.489152
EU0009658145PV1D1,2002-07-11 00:00:00,0.616986
EU0009658145PV1D1,2002-07-12 00:00:00,0.562439
EU0009658145PV1D1,2002-07-15 00:00:00,0.392915
EU0009658145PV1D1,2002-07-16 00:00:00,0.753727
EU0009658145PV1D1,2002-07-17 00:00:00,0.422566
EU0009658145PV1D1,2002-07-18 00:00:00,0.415273
EU0009658145PV1D1,2002-07-19 00:00:00,0.513709
EU0009658145PV1D1,2002-07-22 00:00:00,0.535715
EU0009658145PV1D1,2002-07-23 00:00:00,0.589241
EU0009658145PV1D1,2002-07-24 00:00:00,0.922211
EU0009658145PV1D1,2002-07-25 00:00:00,0.985058
EU0009658145PV1D1,2002-07-26 00:00:00,0.583603
EU0009658145PV1D1,2002-07-29 00:00:00,0.390882
EU0009658145PV1D1,2002-07-30 00:00:00,0.460284
EU0009658145PV1D1,2002-07-31 00:00:00,0.556125
EU0009658145PV1D1,2002-08-01 00:00:00,0.513653
EU0009658145PV1D1,2002-08-02 00:00:00,0.453899
EU0009658145PV1D1,2002-08-05 00:00:00,0.419139
EU0009658145PV1D1,2002-08-06 00:00:00,0.643499
EU0009658145PV1D1,2002-08-07 00:00:00,0.521939
EU0009658145PV1D1,2002-08-08 00:00:00,0.488847
EU0009658145PV1D1,2002-08-09 00:00:00,0.386251
EU0009658145PV1D1,2002-08-12 00:00:00,0.343032
EU0009658145PV1D1,2002-08-13 00:00:00,0.317991
EU0009658145PV1D1,2002-08-14 00:00:00,0.458709
EU0009658145PV1D1,2002-08-15 00:00:00,0.473709
EU0009658145PV1D1,2002-08-16 00:00:00,0.291669
EU0009658145PV1D1,2002-08-19 00:00:00,0.318945
EU0009658145PV1D1,2002-08-20 00:00:00,0.252202
EU0009658145PV1D1,2002-08-21 00:00:00,0.336822
EU0009658145PV1D1,2002-08-22 00:00:00,0.340239
EU0009658145PV1D1,2002-08-23 00:00:00,0.255388
EU0009658145PV1D1,2002-08-26 00:00:00,0.24007
EU0009658145PV1D1,2002-08-27 00:00:00,0.3771
EU0009658145PV1D1,2002-08-28 00:00:00,0.342345
EU0009658145PV1D1,2002-08-29 00:00:00,0.368504
EU0009658145PV1D1,2002-08-30 00:00:00,0.365022
EU0009658145PV1D1,2002-09-02 00:00:00,0.220725
EU0009658145PV1D1,2002-09-03 00:00:00,0.379579
EU0009658145PV1D1,2002-09-04 00:00:00,0.407329
EU0009658145PV1D1,2002-09-05 00:00:00,0.402313
EU0009658145PV1D1,2002-09-06 00:00:00,0.500754
EU0009658145PV1D1,2002-09-09 00:00:00,0.236559
EU0009658145PV1D1,2002-09-10 00:00:00,0.356152
EU0009658145PV1D1,2002-09-11 00:00:00,0.262335
EU0009658145PV1D1,2002-09-12 00:00:00,0.372847
EU0009658145PV1D1,2002-09-13 00:00:00,0.472174
EU0009658145PV1D1,2002-09-16 00:00:00,0.332405
EU0009658145PV1D1,2002-09-17 00:00:00,0.460426
EU0009658145PV1D1,2002-09-18 00:00:00,0.439511
EU0009658145PV1D1,2002-09-19 00:00:00,0.449487
EU0009658145PV1D1,2002-09-20 00:00:00,0.517919
EU0009658145PV1D1,2002-09-23 00:00:00,0.417561
EU0009658145PV1D1,2002-09-24 00:00:00,0.642906
EU0009658145PV1D1,2002-09-25 00:00:00,0.526622
EU0009658145PV1D1,2002-09-26 00:00:00,0.62106
EU0009658145PV1D1,2002-09-27 00:00:00,0.417964
EU0009658145PV1D1,2002-09-30 00:00:00,0.681934
EU0009658145PV1D1,2002-10-01 00:00:00,0.510693
EU0009658145PV1D1,2002-10-02 00:00:00,0.710252
EU0009658145PV1D1,2002-10-03 00:00:00,0.54616
EU0009658145PV1D1,2002-10-04 00:00:00,0.477475
EU0009658145PV1D1,2002-10-07 00:00:00,0.461714
EU0009658145PV1D1,2002-10-08 00:00:00,0.398905
EU0009658145PV1D1,2002-10-09 00:00:00,0.411626
EU0009658145PV1D1,2002-10-10 00:00:00,0.562673
EU0009658145PV1D1,2002-10-11 00:00:00,0.41388
EU0009658145PV1D1,2002-10-14 00:00:00,0.385329
EU0009658145PV1D1,2002-10-15 00:00:00,0.383731
EU0009658145PV1D1,2002-10-16 00:00:00,0.552659
EU0009658145PV1D1,2002-10-17 00:00:00,0.510703
EU0009658145PV1D1,2002-10-18 00:00:00,0.524733
EU0009658145PV1D1,2002-10-21 00:00:00,0.355093
EU0009658145PV1D1,2002-10-22 00:00:00,0.352557
EU0009658145PV1D1,2002-10-23 00:00:00,0.397836
EU0009658145PV1D1,2002-10-24 00:00:00,0.453077
EU0009658145PV1D1,2002-10-25 00:00:00,0.419033
EU0009658145PV1D1,2002-10-28 00:00:00,0.434001
EU0009658145PV1D1,2002-10-29 00:00:00,0.419082
EU0009658145PV1D1,2002-10-30 00:00:00,0.404882
EU0009658145PV1D1,2002-10-31 00:00:00,0.398357
EU0009658145PV1D1,2002-11-01 00:00:00,0.295667
EU0009658145PV1D1,2002-11-04 00:00:00,0.389542
EU0009658145PV1D1,2002-11-05 00:00:00,0.300848
EU0009658145PV1D1,2002-11-06 00:00:00,0.342313
EU0009658145PV1D1,2002-11-07 00:00:00,0.400046
EU0009658145PV1D1,2002-11-08 00:00:00,0.361363
EU0009658145PV1D1,2002-11-11 00:00:00,0.293244
EU0009658145PV1D1,2002-11-12 00:00:00,0.294618
EU0009658145PV1D1,2002-11-13 00:00:00,0.332462
EU0009658145PV1D1,2002-11-14 00:00:00,0.352819
EU0009658145PV1D1,2002-11-15 00:00:00,0.320869
EU0009658145PV1D1,2002-11-18 00:00:00,0.232663
EU0009658145PV1D1,2002-11-19 00:00:00,0.276734
EU0009658145PV1D1,2002-11-20 00:00:00,0.274655
EU0009658145PV1D1,2002-11-21 00:00:00,0.452827
EU0009658145PV1D1,2002-11-22 00:00:00,0.221893
EU0009658145PV1D1,2002-11-25 00:00:00,0.215167
EU0009658145PV1D1,2002-11-26 00:00:00,0.25582
EU0009658145PV1D1,2002-11-27 00:00:00,0.29104
EU0009658145PV1D1,2002-11-28 00:00:00,0.187853
EU0009658145PV1D1,2002-11-29 00:00:00,0.2421
EU0009658145PV1D1,2002-12-02 00:00:00,0.256519
EU0009658145PV1D1,2002-12-03 00:00:00,0.269243
EU0009658145PV1D1,2002-12-04 00:00:00,0.303249
EU0009658145PV1D1,2002-12-05 00:00:00,0.364813
EU0009658145PV1D1,2002-12-06 00:00:00,0.35614
EU0009658145PV1D1,2002-12-09 00:00:00,0.299963
EU0009658145PV1D1,2002-12-10 00:00:00,0.31891
EU0009658145PV1D1,2002-12-11 00:00:00,0.276229
EU0009658145PV1D1,2002-12-12 00:00:00,0.300063
EU0009658145PV1D1,2002-12-13 00:00:00,0.372778
EU0009658145PV1D1,2002-12-16 00:00:00,0.275086
EU0009658145PV1D1,2002-12-17 00:00:00,0.283609
EU0009658145PV1D1,2002-12-18 00:00:00,0.259181
EU0009658145PV1D1,2002-12-19 00:00:00,0.42595
EU0009658145PV1D1,2002-12-20 00:00:00,0.339767
EU0009658145PV1D1,2002-12-23 00:00:00,0.237411
EU0009658145PV1D1,2002-12-27 00:00:00,0.271353
EU0009658145PV1D1,2002-12-30 00:00:00,0.267321
EU0009658145PV1D1,2003-01-02 00:00:00,0.345187
EU0009658145PV1D1,2003-01-03 00:00:00,0.330502
EU0009658145PV1D1,2003-01-06 00:00:00,0.25824
EU0009658145PV1D1,2003-01-07 00:00:00,0.289924
EU0009658145PV1D1,2003-01-08 00:00:00,0.251624
EU0009658145PV1D1,2003-01-09 00:00:00,0.260673
EU0009658145PV1D1,2003-01-10 00:00:00,0.413957
EU0009658145PV1D1,2003-01-13 00:00:00,0.257177
EU0009658145PV1D1,2003-01-14 00:00:00,0.275335
EU0009658145PV1D1,2003-01-15 00:00:00,0.269929
EU0009658145PV1D1,2003-01-16 00:00:00,0.232471
EU0009658145PV1D1,2003-01-17 00:00:00,0.294043
EU0009658145PV1D1,2003-01-20 00:00:00,0.184336
EU0009658145PV1D1,2003-01-21 00:00:00,0.33922
EU0009658145PV1D1,2003-01-22 00:00:00,0.318947
EU0009658145PV1D1,2003-01-23 00:00:00,0.396777
EU0009658145PV1D1,2003-01-24 00:00:00,0.336154
EU0009658145PV1D1,2003-01-27 00:00:00,0.436893
EU0009658145PV1D1,2003-01-28 00:00:00,0.379229
EU0009658145PV1D1,2003-01-29 00:00:00,0.412846
EU0009658145PV1D1,2003-01-30 00:00:00,0.384763
EU0009658145PV1D1,2003-01-31 00:00:00,0.412388
EU0009658145PV1D1,2003-02-03 00:00:00,0.273388
EU0009658145PV1D1,2003-02-04 00:00:00,0.259491
EU0009658145PV1D1,2003-02-05 00:00:00,0.326763
EU0009658145PV1D1,2003-02-06 00:00:00,0.353792
EU0009658145PV1D1,2003-02-07 00:00:00,0.360816
EU0009658145PV1D1,2003-02-10 00:00:00,0.271104
EU0009658145PV1D1,2003-02-11 00:00:00,0.308441
EU0009658145PV1D1,2003-02-12 00:00:00,0.354169
EU0009658145PV1D1,2003-02-13 00:00:00,0.314059
EU0009658145PV1D1,2003-02-14 00:00:00,0.334857
EU0009658145PV1D1,2003-02-18 00:00:00,0.359971
EU0009658145PV1D1,2003-02-19 00:00:00,0.242273
EU0009658145PV1D1,2003-02-20 00:00:00,0.281476
EU0009658145PV1D1,2003-02-21 00:00:00,0.243342
EU0009658145PV1D1,2003-02-24 00:00:00,0.263647
EU0009658145PV1D1,2003-02-25 00:00:00,0.416014
EU0009658145PV1D1,2003-02-26 00:00:00,0.379741
EU0009658145PV1D1,2003-02-27 00:00:00,0.366762
EU0009658145PV1D1,2003-02-28 00:00:00,0.256371
EU0009658145PV1D1,2003-03-03 00:00:00,0.269608
EU0009658145PV1D1,2003-03-04 00:00:00,0.31849
EU0009658145PV1D1,2003-03-05 00:00:00,0.293055
EU0009658145PV1D1,2003-03-06 00:00:00,0.238328
EU0009658145PV1D1,2003-03-07 00:00:00,0.426837
EU0009658145PV1D1,2003-03-10 00:00:00,0.249633
EU0009658145PV1D1,2003-03-11 00:00:00,0.394367
EU0009658145PV1D1,2003-03-12 00:00:00,0.423758
EU0009658145PV1D1,2003-03-13 00:00:00,0.487039
EU0009658145PV1D1,2003-03-14 00:00:00,0.597267
EU0009658145PV1D1,2003-03-17 00:00:00,0.776914
EU0009658145PV1D1,2003-03-18 00:00:00,0.547909
EU0009658145PV1D1,2003-03-19 00:00:00,0.501499
EU0009658145PV1D1,2003-03-20 00:00:00,0.436198
EU0009658145PV1D1,2003-03-21 00:00:00,0.396559
EU0009658145PV1D1,2003-03-24 00:00:00,0.434772
EU0009658145PV1D1,2003-03-25 00:00:00,0.4796
EU0009658145PV1D1,2003-03-26 00:00:00,0.352829
EU0009658145PV1D1,2003-03-27 00:00:00,0.368444
EU0009658145PV1D1,2003-03-28 00:00:00,0.310834
EU0009658145PV1D1,2003-03-31 00:00:00,0.522663
EU0009658145PV1D1,2003-04-01 00:00:00,0.304087
EU0009658145PV1D1,2003-04-02 00:00:00,0.407319
EU0009658145PV1D1,2003-04-03 00:00:00,0.31447
EU0009658145PV1D1,2003-04-04 00:00:00,0.392777
EU0009658145PV1D1,2003-04-07 00:00:00,0.571399
EU0009658145PV1D1,2003-04-08 00:00:00,0.372154
EU0009658145PV1D1,2003-04-09 00:00:00,0.396771
EU0009658145PV1D1,2003-04-10 00:00:00,0.421654
EU0009658145PV1D1,2003-04-11 00:00:00,0.261084
EU0009658145PV1D1,2003-04-14 00:00:00,0.255133
EU0009658145PV1D1,2003-04-15 00:00:00,0.322411
EU0009658145PV1D1,2003-04-16 00:00:00,0.370008
EU0009658145PV1D1,2003-04-17 00:00:00,0.289761
EU0009658145PV1D1,2003-04-22 00:00:00,0.228277
EU0009658145PV1D1,2003-04-23 00:00:00,0.347803
EU0009658145PV1D1,2003-04-24 00:00:00,0.298597
EU0009658145PV1D1,2003-04-25 00:00:00,0.275682
EU0009658145PV1D1,2003-04-28 00:00:00,0.227059
EU0009658145PV1D1,2003-04-29 00:00:00,0.348918
EU0009658145PV1D1,2003-04-30 00:00:00,0.260416
EU0009658145PV1D1,2003-05-02 00:00:00,0.264539
EU0009658145PV1D1,2003-05-05 00:00:00,0.327918
EU0009658145PV1D1,2003-05-06 00:00:00,0.208722
EU0009658145PV1D1,2003-05-07 00:00:00,0.232503
EU0009658145PV1D1,2003-05-08 00:00:00,0.266104
EU0009658145PV1D1,2003-05-09 00:00:00,0.224996
EU0009658145PV1D1,2003-05-12 00:00:00,0.295688
EU0009658145PV1D1,2003-05-13 00:00:00,0.245851
EU0009658145PV1D1,2003-05-14 00:00:00,0.21465
EU0009658145PV1D1,2003-05-15 00:00:00,0.218981
EU0009658145PV1D1,2003-05-16 00:00:00,0.207582
EU0009658145PV1D1,2003-05-19 00:00:00,0.278231
EU0009658145PV1D1,2003-05-20 00:00:00,0.264612
EU0009658145PV1D1,2003-05-21 00:00:00,0.232769
EU0009658145PV1D1,2003-05-22 00:00:00,0.248184
EU0009658145PV1D1,2003-05-23 00:00:00,0.261626
EU0009658145PV1D1,2003-05-26 00:00:00,0.176489
EU0009658145PV1D1,2003-05-27 00:00:00,0.203727
EU0009658145PV1D1,2003-05-28 00:00:00,0.369665
EU0009658145PV1D1,2003-05-29 00:00:00,0.204476
EU0009658145PV1D1,2003-05-30 00:00:00,0.261457
EU0009658145PV1D1,2003-06-02 00:00:00,0.228593
EU0009658145PV1D1,2003-06-03 00:00:00,0.248058
EU0009658145PV1D1,2003-06-04 00:00:00,0.224628
EU0009658145PV1D1,2003-06-05 00:00:00,0.223601
EU0009658145PV1D1,2003-06-06 00:00:00,0.221678
EU0009658145PV1D1,2003-06-09 00:00:00,0.204108
EU0009658145PV1D1,2003-06-10 00:00:00,0.170804
EU0009658145PV1D1,2003-06-11 00:00:00,0.213671
EU0009658145PV1D1,2003-06-12 00:00:00,0.194955
EU0009658145PV1D1,2003-06-13 00:00:00,0.198226
EU0009658145PV1D1,2003-06-16 00:00:00,0.233035
EU0009658145PV1D1,2003-06-17 00:00:00,0.282002
EU0009658145PV1D1,2003-06-18 00:00:00,0.190708
EU0009658145PV1D1,2003-06-19 00:00:00,0.189823
EU0009658145PV1D1,2003-06-20 00:00:00,0.176447
EU0009658145PV1D1,2003-06-23 00:00:00,0.247224
EU0009658145PV1D1,2003-06-24 00:00:00,0.200993
EU0009658145PV1D1,2003-06-25 00:00:00,0.184273
EU0009658145PV1D1,2003-06-26 00:00:00,0.277284
EU0009658145PV1D1,2003-06-27 00:00:00,0.188484
EU0009658145PV1D1,2003-06-30 00:00:00,0.232142
EU0009658145PV1D1,2003-07-01 00:00:00,0.231703
EU0009658145PV1D1,2003-07-02 00:00:00,0.287266
EU0009658145PV1D1,2003-07-03 00:00:00,0.228156
EU0009658145PV1D1,2003-07-04 00:00:00,0.102734
EU0009658145PV1D1,2003-07-07 00:00:00,0.224085
EU0009658145PV1D1,2003-07-08 00:00:00,0.196049
EU0009658145PV1D1,2003-07-09 00:00:00,0.177893
EU0009658145PV1D1,2003-07-10 00:00:00,0.170743
EU0009658145PV1D1,2003-07-11 00:00:00,0.163411
EU0009658145PV1D1,2003-07-14 00:00:00,0.169749
EU0009658145PV1D1,2003-07-15 00:00:00,0.203155
EU0009658145PV1D1,2003-07-16 00:00:00,0.178014
EU0009658145PV1D1,2003-07-17 00:00:00,0.24482
EU0009658145PV1D1,2003-07-18 00:00:00,0.155537
EU0009658145PV1D1,2003-07-21 00:00:00,0.251226
EU0009658145PV1D1,2003-07-22 00:00:00,0.210325
EU0009658145PV1D1,2003-07-23 00:00:00,0.212089
EU0009658145PV1D1,2003-07-24 00:00:00,0.19124
EU0009658145PV1D1,2003-07-25 00:00:00,0.266229
EU0009658145PV1D1,2003-07-28 00:00:00,0.278636
EU0009658145PV1D1,2003-07-29 00:00:00,0.267404
EU0009658145PV1D1,2003-07-30 00:00:00,0.148843
EU0009658145PV1D1,2003-07-31 00:00:00,0.228269
EU0009658145PV1D1,2003-08-01 00:00:00,0.17233
EU0009658145PV1D1,2003-08-04 00:00:00,0.217471
EU0009658145PV1D1,2003-08-05 00:00:00,0.235552
EU0009658145PV1D1,2003-08-06 00:00:00,0.25845
EU0009658145PV1D1,2003-08-07 00:00:00,0.175293
EU0009658145PV1D1,2003-08-08 00:00:00,0.16432
EU0009658145PV1D1,2003-08-11 00:00:00,0.150353
EU0009658145PV1D1,2003-08-12 00:00:00,0.126909
EU0009658145PV1D1,2003-08-13 00:00:00,0.150044
EU0009658145PV1D1,2003-08-14 00:00:00,0.154745
EU0009658145PV1D1,2003-08-15 00:00:00,0.117791
EU0009658145PV1D1,2003-08-18 00:00:00,0.13592
EU0009658145PV1D1,2003-08-19 00:00:00,0.172296
EU0009658145PV1D1,2003-08-20 00:00:00,0.137101
EU0009658145PV1D1,2003-08-21 00:00:00,0.166306
EU0009658145PV1D1,2003-08-22 00:00:00,0.132876
EU0009658145PV1D1,2003-08-25 00:00:00,0.144959
EU0009658145PV1D1,2003-08-26 00:00:00,0.150568
EU0009658145PV1D1,2003-08-27 00:00:00,0.160394
EU0009658145PV1D1,2003-08-28 00:00:00,0.169074
EU0009658145PV1D1,2003-08-29 00:00:00,0.17405
EU0009658145PV1D1,2003-09-01 00:00:00,0.127036
EU0009658145PV1D1,2003-09-02 00:00:00,0.145217
EU0009658145PV1D1,2003-09-03 00:00:00,0.193153
EU0009658145PV1D1,2003-09-04 00:00:00,0.13042
EU0009658145PV1D1,2003-09-05 00:00:00,0.153324
EU0009658145PV1D1,2003-09-08 00:00:00,0.121449
EU0009658145PV1D1,2003-09-09 00:00:00,0.136215
EU0009658145PV1D1,2003-09-10 00:00:00,0.152349
EU0009658145PV1D1,2003-09-11 00:00:00,0.174557
EU0009658145PV1D1,2003-09-12 00:00:00,0.191215
EU0009658145PV1D1,2003-09-15 00:00:00,0.137852
EU0009658145PV1D1,2003-09-16 00:00:00,0.121882
EU0009658145PV1D1,2003-09-17 00:00:00,0.185812
EU0009658145PV1D1,2003-09-18 00:00:00,0.154852
EU0009658145PV1D1,2003-09-19 00:00:00,0.171291
EU0009658145PV1D1,2003-09-22 00:00:00,0.249539
EU0009658145PV1D1,2003-09-23 00:00:00,0.233744
EU0009658145PV1D1,2003-09-24 00:00:00,0.170718
EU0009658145PV1D1,2003-09-25 00:00:00,0.293641
EU0009658145PV1D1,2003-09-26 00:00:00,0.222199
EU0009658145PV1D1,2003-09-29 00:00:00,0.158395
EU0009658145PV1D1,2003-09-30 00:00:00,0.232065
EU0009658145PV1D1,2003-10-01 00:00:00,0.232825
EU0009658145PV1D1,2003-10-02 00:00:00,0.26715
EU0009658145PV1D1,2003-10-03 00:00:00,0.200316
EU0009658145PV1D1,2003-10-06 00:00:00,0.155391
EU0009658145PV1D1,2003-10-07 00:00:00,0.165748
EU0009658145PV1D1,2003-10-08 00:00:00,0.217675
EU0009658145PV1D1,2003-10-09 00:00:00,0.174402
EU0009658145PV1D1,2003-10-10 00:00:00,0.157964
EU0009658145PV1D1,2003-10-13 00:00:00,0.149147
EU0009658145PV1D1,2003-10-14 00:00:00,0.155841
EU0009658145PV1D1,2003-10-15 00:00:00,0.200932
EU0009658145PV1D1,2003-10-16 00:00:00,0.175299
EU0009658145PV1D1,2003-10-17 00:00:00,0.180277
EU0009658145PV1D1,2003-10-20 00:00:00,0.163433
EU0009658145PV1D1,2003-10-21 00:00:00,0.195123
EU0009658145PV1D1,2003-10-22 00:00:00,0.13507
EU0009658145PV1D1,2003-10-23 00:00:00,0.285929
EU0009658145PV1D1,2003-10-24 00:00:00,0.134296
EU0009658145PV1D1,2003-10-27 00:00:00,0.139308
EU0009658145PV1D1,2003-10-28 00:00:00,0.145449
EU0009658145PV1D1,2003-10-29 00:00:00,0.205707
EU0009658145PV1D1,2003-10-30 00:00:00,0.190884
EU0009658145PV1D1,2003-10-31 00:00:00,0.142507
EU0009658145PV1D1,2003-11-03 00:00:00,0.134149
EU0009658145PV1D1,2003-11-04 00:00:00,0.140378
EU0009658145PV1D1,2003-11-05 00:00:00,0.146918
EU0009658145PV1D1,2003-11-06 00:00:00,0.166179
EU0009658145PV1D1,2003-11-07 00:00:00,0.185172
EU0009658145PV1D1,2003-11-10 00:00:00,0.167401
EU0009658145PV1D1,2003-11-11 00:00:00,0.145265
EU0009658145PV1D1,2003-11-12 00:00:00,0.116909
EU0009658145PV1D1,2003-11-13 00:00:00,0.209644
EU0009658145PV1D1,2003-11-14 00:00:00,0.142159
EU0009658145PV1D1,2003-11-17 00:00:00,0.236617
EU0009658145PV1D1,2003-11-18 00:00:00,0.171434
EU0009658145PV1D1,2003-11-19 00:00:00,0.246571
EU0009658145PV1D1,2003-11-20 00:00:00,0.216672
EU0009658145PV1D1,2003-11-21 00:00:00,0.127196
EU0009658145PV1D1,2003-11-24 00:00:00,0.147526
EU0009658145PV1D1,2003-11-25 00:00:00,0.114354
EU0009658145PV1D1,2003-11-26 00:00:00,0.142688
EU0009658145PV1D1,2003-11-27 00:00:00,0.0993648
EU0009658145PV1D1,2003-11-28 00:00:00,0.15006
EU0009658145PV1D1,2003-12-01 00:00:00,0.175779
EU0009658145PV1D1,2003-12-02 00:00:00,0.124069
EU0009658145PV1D1,2003-12-03 00:00:00,0.149306
EU0009658145PV1D1,2003-12-04 00:00:00,0.124716
EU0009658145PV1D1,2003-12-05 00:00:00,0.126807
EU0009658145PV1D1,2003-12-08 00:00:00,0.117278
EU0009658145PV1D1,2003-12-09 00:00:00,0.154088
EU0009658145PV1D1,2003-12-10 00:00:00,0.145632
EU0009658145PV1D1,2003-12-11 00:00:00,0.123451
EU0009658145PV1D1,2003-12-12 00:00:00,0.176014
EU0009658145PV1D1,2003-12-15 00:00:00,0.224245
EU0009658145PV1D1,2003-12-16 00:00:00,0.138773
EU0009658145PV1D1,2003-12-17 00:00:00,0.111213
EU0009658145PV1D1,2003-12-18 00:00:00,0.113528
EU0009658145PV1D1,2003-12-19 00:00:00,0.130022
EU0009658145PV1D1,2003-12-22 00:00:00,0.136137
EU0009658145PV1D1,2003-12-23 00:00:00,0.0956548
EU0009658145PV1D1,2003-12-29 00:00:00,0.0876473
EU0009658145PV1D1,2003-12-30 00:00:00,0.126701
EU0009658145PV1D1,2004-01-02 00:00:00,0.119134
EU0009658145PV1D1,2004-01-05 00:00:00,0.100236
EU0009658145PV1D1,2004-01-06 00:00:00,0.0965681
EU0009658145PV1D1,2004-01-07 00:00:00,0.117571
EU0009658145PV1D1,2004-01-08 00:00:00,0.203618
EU0009658145PV1D1,2004-01-09 00:00:00,0.16206
EU0009658145PV1D1,2004-01-12 00:00:00,0.120289
EU0009658145PV1D1,2004-01-13 00:00:00,0.126176
EU0009658145PV1D1,2004-01-14 00:00:00,0.111803
EU0009658145PV1D1,2004-01-15 00:00:00,0.164175
EU0009658145PV1D1,2004-01-16 00:00:00,0.15197
EU0009658145PV1D1,2004-01-19 00:00:00,0.0985906
EU0009658145PV1D1,2004-01-20 00:00:00,0.118686
EU0009658145PV1D1,2004-01-21 00:00:00,0.103728
EU0009658145PV1D1,2004-01-22 00:00:00,0.166727
EU0009658145PV1D1,2004-01-23 00:00:00,0.107121
EU0009658145PV1D1,2004-01-26 00:00:00,0.0992275
EU0009658145PV1D1,2004-01-27 00:00:00,0.18959
EU0009658145PV1D1,2004-01-28 00:00:00,0.127522
EU0009658145PV1D1,2004-01-29 00:00:00,0.188648
EU0009658145PV1D1,2004-01-30 00:00:00,0.132259
EU0009658145PV1D1,2004-02-02 00:00:00,0.121387
EU0009658145PV1D1,2004-02-03 00:00:00,0.126414
EU0009658145PV1D1,2004-02-04 00:00:00,0.116869
EU0009658145PV1D1,2004-02-05 00:00:00,0.120427
EU0009658145PV1D1,2004-02-06 00:00:00,0.148082
EU0009658145PV1D1,2004-02-09 00:00:00,0.141896
EU0009658145PV1D1,2004-02-10 00:00:00,0.0782975
EU0009658145PV1D1,2004-02-11 00:00:00,0.0868983
EU0009658145PV1D1,2004-02-12 00:00:00,0.112833
EU0009658145PV1D1,2004-02-13 00:00:00,0.110714
EU0009658145PV1D1,2004-02-16 00:00:00,0.0530369
EU0009658145PV1D1,2004-02-17 00:00:00,0.0983838
EU0009658145PV1D1,2004-02-18 00:00:00,0.0688864
EU0009658145PV1D1,2004-02-19 00:00:00,0.103071
EU0009658145PV1D1,2004-02-20 00:00:00,0.112349
EU0009658145PV1D1,2004-02-23 00:00:00,0.112205
EU0009658145PV1D1,2004-02-24 00:00:00,0.139566
EU0009658145PV1D1,2004-02-25 00:00:00,0.107377
EU0009658145PV1D1,2004-02-26 00:00:00,0.123452
EU0009658145PV1D1,2004-02-27 00:00:00,0.129288
