r_old;vol_old;;r;volatility;;
;0.012598816;;-0.00370294;0.5;;
;0.012598816;;0.007003277;0.5;;
;0.012598816;;-0.13217672;0.5;;
;0.012598816;;0.214314475;0.5;;
;0.012598816;;0.179172861;0.5;;
;0.012598816;;0.048154534;0.5;;
;0.012598816;;0.167804225;0.5;;
;0.012598816;;0.101572691;0.5;;
;0.012598816;;0.041444755;0.5;;
;0.012598816;;-0.016150588;0.5;;
;0.012598816;;0.216465603;0.5;;
;0.012598816;;0.075404286;0.5;;
;0.012598816;;0.073658046;0.5;;
;0.012598816;;-0.012854385;0.5;;
;0.012598816;;0.131516934;0.5;;
;0.012598816;;0.067590383;0.5;;
;0.012598816;;-0.047437595;0.5;;
;0.012598816;;0.125161839;0.5;;
;0.012598816;;0.025784155;0.5;;
;0.012598816;;0.085723379;0.5;;
;0.012598816;;0.06359438;0.5;;
;0.012598816;;0.001462905;0.5;;
;0.012598816;;-0.111016818;0.5;;
;0.012598816;;0.095912184;0.5;;
;0.012598816;;-0.009866089;0.5;;
;0.012598816;;-0.06323933;0.5;;
;0.012598816;;0.017368242;0.5;;
;0.012598816;;0.078626397;0.5;;
;0.012598816;;0.02799902;0.5;;
;0.012598816;;0.341392038;0.5;;
;0.012598816;;0.079928821;0.5;;
;0.012598816;;0.083897551;0.5;;
;0.012598816;;0.032323866;0.5;;
;0.012598816;;-0.159051897;0.5;;
;0.012598816;;0.072055022;0.5;;
;0.012598816;;0.191566484;0.5;;
;0.012598816;;-0.00043998;0.5;;
;0.012598816;;0.173931779;0.5;;
;0.012598816;;0.03807387;0.5;;
;0.012598816;;0.047880738;0.5;;
;0.012598816;;0.211090941;0.5;;
;0.012598816;;0.170534233;0.5;;
;0.012598816;;0.025083844;0.5;;
;0.012598816;;0.055097187;0.5;;
;0.012598816;;0.155087844;0.5;;
;0.012598816;;0.026356296;0.5;;
;0.012598816;;0.177958872;0.5;;
;0.012598816;;0.042021673;0.5;;
;0.012598816;;0.22494936;0.5;;
;0.012598816;;-0.047820162;0.5;;
;0.012598816;;-0.010659365;0.5;;
;0.012598816;;-0.074436458;0.5;;
;0.012598816;;0.063481859;0.5;;
;0.012598816;;-0.079469854;0.5;;
;0.012598816;;0.004460719;0.5;;
;0.012598816;;0.139011466;0.5;;
;0.012598816;;0.101878667;0.5;;
;0.012598816;;0.031116551;0.5;;
;0.012598816;;-0.144958109;0.5;;
;0.012598816;;0.193538146;0.5;;
;0.012598816;;-0.041137984;0.5;;
;0.012598816;;-0.126555969;0.5;;
;0.012598816;;0.049506977;0.5;;
;0.012598816;;0.054088708;0.5;;
;0.012598816;;-0.173911302;0.5;;
;0.012598816;;-0.08715037;0.5;;
;0.012598816;;-0.005293823;0.5;;
;0.012598816;;0.102261197;0.5;;
;0.012598816;;0.009364013;0.5;;
;0.012598816;;0.144082638;0.5;;
;0.012598816;;0.012078052;0.5;;
;0.012598816;;-0.045353614;0.5;;
;0.012598816;;-0.133149349;0.5;;
;0.012598816;;-0.010485621;0.5;;
;0.012598816;;0.037696303;0.5;;
;0.012598816;;0.060759555;0.5;;
;0.012598816;;0.101174312;0.5;;
;0.012598816;;0.014530834;0.5;;
;0.012598816;;-0.000635368;0.5;;
;0.012598816;;0.001204541;0.5;;
;0.012598816;;0.2417729;0.5;;
;0.012598816;;-0.00232807;0.5;;
;0.012598816;;0.034160963;0.5;;
;0.012598816;;-0.033061488;0.5;;
;0.012598816;;-0.079593734;0.5;;
;0.012598816;;-0.168520067;0.5;;
;0.012598816;;-0.008302006;0.5;;
;0.012598816;;0.00481245;0.5;;
;0.012598816;;0.087368773;0.5;;
;0.012598816;;-0.110743355;0.5;;
;0.012598816;;-0.019325067;0.5;;
;0.012598816;;-0.038915638;0.5;;
;0.012598816;;0.111849758;0.5;;
;0.012598816;;0.025930674;0.5;;
;0.012598816;;-0.136404479;0.5;;
;0.012598816;;-0.200592084;0.5;;
;0.012598816;;-0.048388868;0.5;;
;0.012598816;;-0.044804345;0.5;;
;0.012598816;;-0.018633447;0.5;;
;0.012598816;;-0.043018229;0.5;;
;0.012598816;;0.127973015;0.5;;
;0.012598816;;0.262931948;0.5;;
;0.012598816;;-0.012558732;0.5;;
;0.012598816;;-0.126545387;0.5;;
;0.012598816;;0.14830462;0.5;;
;0.012598816;;-0.017977553;0.5;;
;0.012598816;;0.040853246;0.5;;
;0.012598816;;0.010293914;0.5;;
;0.012598816;;0.160885124;0.5;;
;0.012598816;;-0.033346796;0.5;;
;0.012598816;;-0.048606054;0.5;;
;0.012598816;;-0.050027487;0.5;;
;0.012598816;;0.067598418;0.5;;
;0.012598816;;0.179398473;0.5;;
;0.012598816;;0.109234899;0.5;;
;0.012598816;;0.195034857;0.5;;
;0.012598816;;-0.075709704;0.5;;
;0.012598816;;0.015336789;0.5;;
;0.012598816;;0.139290861;0.5;;
;0.012598816;;0.274858938;0.5;;
;0.012598816;;-0.023617905;0.5;;
;0.012598816;;0.051595491;0.5;;
;0.012598816;;-0.122228337;0.5;;
;0.012598816;;0.192301577;0.5;;
;0.012598816;;0.045386976;0.5;;
;0.012598816;;0.080762587;0.5;;
;0.012598816;;-0.032369884;0.5;;
;0.012598816;;0.171168989;0.5;;
;0.012598816;;0.092521892;0.5;;
;0.012598816;;0.08343204;0.5;;
;0.012598816;;-0.025101941;0.5;;
;0.012598816;;-0.070416627;0.5;;
;0.012598816;;0.193107561;0.5;;
;0.012598816;;-0.096800124;0.5;;
;0.012598816;;-0.19357133;0.5;;
;0.012598816;;0.125614647;0.5;;
;0.012598816;;-0.074183087;0.5;;
;0.012598816;;0.118055548;0.5;;
;0.012598816;;-0.076803058;0.5;;
;0.012598816;;0.154737119;0.5;;
;0.012598816;;0.024681745;0.5;;
;0.012598816;;0.016626707;0.5;;
;0.012598816;;-0.177123423;0.5;;
;0.012598816;;-0.059060931;0.5;;
;0.012598816;;-0.089641708;0.5;;
;0.012598816;;-0.190075907;0.5;;
;0.012598816;;-0.142000781;0.5;;
;0.012598816;;0.067440402;0.5;;
;0.012598816;;-0.087883537;0.5;;
;0.012598816;;-0.044501408;0.5;;
;0.012598816;;0.117675485;0.5;;
;0.012598816;;0.135421507;0.5;;
;0.012598816;;0.066867548;0.5;;
;0.012598816;;-0.056251329;0.5;;
;0.012598816;;0.064585164;0.5;;
;0.012598816;;0.258865284;0.5;;
;0.012598816;;0.123914812;0.5;;
;0.012598816;;0.066544966;0.5;;
;0.012598816;;-0.105462465;0.5;;
;0.012598816;;0.183680576;0.5;;
;0.012598816;;0.083079589;0.5;;
;0.012598816;;0.103752081;0.5;;
;0.012598816;;0.276744754;0.5;;
;0.012598816;;0.249940511;0.5;;
;0.012598816;;0.146611442;0.5;;
;0.012598816;;0.012347208;0.5;;
;0.012598816;;-0.048557234;0.5;;
;0.012598816;;-0.036173037;0.5;;
;0.012598816;;0.027013762;0.5;;
;0.012598816;;0.01475008;0.5;;
;0.012598816;;0.076239836;0.5;;
;0.012598816;;-0.074334846;0.5;;
;0.012598816;;0.032963408;0.5;;
;0.012598816;;-0.032756215;0.5;;
;0.012598816;;-0.153533794;0.5;;
;0.012598816;;-0.032914271;0.5;;
;0.012598816;;-0.09381562;0.5;;
;0.012598816;;-0.026936712;0.5;;
;0.012598816;;-0.038904986;0.5;;
;0.012598816;;0.185215284;0.5;;
;0.012598816;;0.014665314;0.5;;
;0.012598816;;-0.081929325;0.5;;
;0.012598816;;-0.021444166;0.5;;
;0.012598816;;0.121437148;0.5;;
;0.012598816;;0.013296777;0.5;;
;0.012598816;;0.082668796;0.5;;
;0.012598816;;0.09294637;0.5;;
;0.012598816;;-0.083689292;0.5;;
;0.012598816;;0.072866999;0.5;;
;0.012598816;;0.054292128;0.5;;
;0.012598816;;0.004394716;0.5;;
;0.012598816;;-0.184083769;0.5;;
;0.012598816;;0.202204176;0.5;;
;0.012598816;;0.174220656;0.5;;
;0.012598816;;-0.056318732;0.5;;
;0.012598816;;0.020599701;0.5;;
;0.012598816;;-0.030946895;0.5;;
;0.012598816;;0.202637303;0.5;;
;0.012598816;;0.049650697;0.5;;
;0.012598816;;0.288003917;0.5;;
;0.012598816;;-0.080715221;0.5;;
;0.012598816;;0.02029726;0.5;;
;0.012598816;;-0.014299804;0.5;;
;0.012598816;;-0.078811016;0.5;;
;0.012598816;;0.201882364;0.5;;
;0.012598816;;0.090447038;0.5;;
;0.012598816;;-0.029284539;0.5;;
;0.012598816;;-0.051567466;0.5;;
;0.012598816;;-0.057476386;0.5;;
;0.012598816;;-0.018040816;0.5;;
;0.012598816;;0.055051684;0.5;;
;0.012598816;;-0.055280854;0.5;;
;0.012598816;;0.082020022;0.5;;
;0.012598816;;0.068013449;0.5;;
;0.012598816;;0.00088682;0.5;;
;0.012598816;;-0.022670208;0.5;;
;0.012598816;;0.11520836;0.5;;
;0.012598816;;0.128873553;0.5;;
;0.012598816;;0.025735862;0.5;;
;0.012598816;;0.045603523;0.5;;
;0.012598816;;-0.044433353;0.5;;
;0.012598816;;0.062517326;0.5;;
;0.012598816;;0.118807816;0.5;;
;0.012598816;;0.120651483;0.5;;
;0.012598816;;-0.018786385;0.5;;
;0.012598816;;0.013542559;0.5;;
;0.012598816;;-0.028193831;0.5;;
;0.012598816;;0.114715442;0.5;;
;0.012598816;;0.071342278;0.5;;
;0.012598816;;0.134781599;0.5;;
;0.012598816;;-0.027808867;0.5;;
;0.012598816;;0.027595415;0.5;;
;0.012598816;;0.168262554;0.5;;
;0.012598816;;0.006959367;0.5;;
;0.012598816;;0.17440442;0.5;;
;0.012598816;;0.146595699;0.5;;
;0.012598816;;0.047880466;0.5;;
;0.012598816;;0.156142717;0.5;;
;0.012598816;;-0.002463352;0.5;;
;0.012598816;;0.231210496;0.5;;
;0.012598816;;-0.21279963;0.5;;
;0.012598816;;0.059413503;0.5;;
;0.012598816;;-0.146418393;0.5;;
;0.012598816;;0.170152028;0.5;;
;0.012598816;;-0.109929228;0.5;;
;0.012598816;;-0.12763952;0.5;;
;0.012598816;;0.053554877;0.5;;
;0.012598816;;-0.085479785;0.5;;
;0.012598816;;0.121830993;0.5;;
;0.012598816;;-0.034758371;0.5;;
;0.012598816;;0.046086266;0.5;;
;0.012598816;;-0.027435222;0.5;;
;0.012598816;;-0.0726346;0.5;;
;0.012598816;;0.059864023;0.5;;
;0.012598816;;0.093988291;0.5;;
;0.012598816;;0.011879785;0.5;;
;0.012598816;;-0.189067459;0.5;;
;0.012598816;;0.054753312;0.5;;
;0.012598816;;-0.011098137;0.5;;
;0.012598816;;-0.010864719;0.5;;
;0.012598816;;0.157913332;0.5;;
;0.012598816;;0.151739829;0.5;;
;0.012598816;;0.129296993;0.5;;
;0.012598816;;-0.102850341;0.5;;
;0.012598816;;0.035554849;0.5;;
;0.012598816;;0.008863856;0.5;;
;0.012598816;;-0.037954136;0.5;;
;0.012598816;;0.160954476;0.5;;
;0.012598816;;-0.062532242;0.5;;
;0.012598816;;0.060839387;0.5;;
;0.012598816;;0.062520274;0.5;;
;0.012598816;;0.182310838;0.5;;
;0.012598816;;0.07462012;0.5;;
;0.012598816;;-0.04362632;0.5;;
;0.012598816;;0.088453429;0.5;;
;0.012598816;;-0.10481663;0.5;;
;0.012598816;;-0.010342991;0.5;;
;0.012598816;;0.081407931;0.5;;
;0.012598816;;0.10042298;0.5;;
;0.012598816;;-0.062894593;0.5;;
;0.012598816;;0.04158679;0.5;;
;0.012598816;;-0.027065839;0.5;;
;0.012598816;;0.023175568;0.5;;
;0.012598816;;-0.060778569;0.5;;
;0.012598816;;-0.009091857;0.5;;
;0.012598816;;-0.107968215;0.5;;
;0.012598816;;-0.000677793;0.5;;
;0.012598816;;-0.126325977;0.5;;
;0.012598816;;0.171980798;0.5;;
;0.012598816;;-0.06204831;0.5;;
;0.012598816;;0.036713483;0.5;;
;0.012598816;;0.129300355;0.5;;
;0.012598816;;0.098883186;0.5;;
;0.012598816;;0.12822334;0.5;;
;0.012598816;;0.060429945;0.5;;
;0.012598816;;-0.11119596;0.5;;
;0.012598816;;0.029769559;0.5;;
;0.012598816;;0.047516772;0.5;;
;0.012598816;;0.107563728;0.5;;
;0.012598816;;-0.051652101;0.5;;
;0.012598816;;-0.012649915;0.5;;
;0.012598816;;0.086733148;0.5;;
;0.012598816;;0.013865457;0.5;;
;0.012598816;;-0.051280383;0.5;;
;0.012598816;;0.008896459;0.5;;
;0.012598816;;0.032841101;0.5;;
;0.012598816;;-0.042579911;0.5;;
;0.012598816;;-0.149227647;0.5;;
;0.012598816;;-0.077942759;0.5;;
;0.012598816;;-0.053481159;0.5;;
;0.012598816;;-0.007530621;0.5;;
;0.012598816;;0.069031287;0.5;;
;0.012598816;;0.082464387;0.5;;
;0.012598816;;0.215772656;0.5;;
;0.012598816;;0.006310808;0.5;;
;0.012598816;;0.173749679;0.5;;
;0.012598816;;0.081417156;0.5;;
;0.012598816;;-0.041836171;0.5;;
;0.012598816;;0.089539899;0.5;;
;0.012598816;;-0.096172805;0.5;;
;0.012598816;;-0.033365729;0.5;;
;0.012598816;;0.12360545;0.5;;
;0.012598816;;0.038525451;0.5;;
;0.012598816;;-0.057484933;0.5;;
;0.012598816;;0.168625109;0.5;;
;0.012598816;;0.006492468;0.5;;
;0.012598816;;0.219249971;0.5;;
;0.012598816;;-0.109650513;0.5;;
;0.012598816;;0.070353743;0.5;;
;0.012598816;;-0.066396488;0.5;;
;0.012598816;;0.131213544;0.5;;
;0.012598816;;-0.134453258;0.5;;
;0.012598816;;0.133885085;0.5;;
;0.012598816;;-0.006446436;0.5;;
;0.012598816;;0.086745075;0.5;;
;0.012598816;;-0.002591277;0.5;;
;0.012598816;;0.023183534;0.5;;
;0.012598816;;0.033929405;0.5;;
;0.012598816;;0.182242606;0.5;;
;0.012598816;;0.078029152;0.5;;
;0.012598816;;0.081914863;0.5;;
;0.012598816;;0.012095751;0.5;;
;0.012598816;;0.165563027;0.5;;
;0.012598816;;-0.090516264;0.5;;
;0.012598816;;0.007849741;0.5;;
;0.012598816;;-0.001711787;0.5;;
;0.012598816;;-0.061550426;0.5;;
;0.012598816;;0.05107389;0.5;;
;0.012598816;;0.068611607;0.5;;
;0.012598816;;0.068830043;0.5;;
;0.012598816;;0.107922188;0.5;;
;0.012598816;;0.160567355;0.5;;
;0.012598816;;0.058876364;0.5;;
;0.012598816;;0.236785018;0.5;;
;0.012598816;;-0.02626546;0.5;;
;0.012598816;;0.006107639;0.5;;
;0.012598816;;0.135554634;0.5;;
;0.012598816;;0.171798715;0.5;;
;0.012598816;;0.083315628;0.5;;
;0.012598816;;0.092861638;0.5;;
;0.012598816;;-0.059170372;0.5;;
;0.012598816;;0.055849248;0.5;;
;0.012598816;;0.152479988;0.5;;
;0.012598816;;0.079815983;0.5;;
;0.012598816;;0.004943715;0.5;;
;0.012598816;;-0.04930435;0.5;;
;0.012598816;;0.152159679;0.5;;
;0.012598816;;0.049166514;0.5;;
;0.012598816;;0.279673573;0.5;;
;0.012598816;;0.100678584;0.5;;
;0.012598816;;0.063621631;0.5;;
;0.012598816;;-0.1027601;0.5;;
;0.012598816;;0.05716555;0.5;;
;0.012598816;;0.053954589;0.5;;
;0.012598816;;0.10551403;0.5;;
;0.012598816;;0.081159111;0.5;;
;0.012598816;;-0.001520617;0.5;;
;0.012598816;;0.131441996;0.5;;
;0.012598816;;0.059957457;0.5;;
;0.012598816;;0.282463603;0.5;;
;0.012598816;;0.165048103;0.5;;
;0.012598816;;0.031884407;0.5;;
;0.012598816;;0.068251784;0.5;;
;0.012598816;;-0.068740329;0.5;;
;0.012598816;;0.010717584;0.5;;
;0.012598816;;-0.078496752;0.5;;
;0.012598816;;0.002262025;0.5;;
;0.012598816;;-0.021490429;0.5;;
;0.012598816;;0.08481804;0.5;;
;0.012598816;;0.129379627;0.5;;
;0.012598816;;0.260339053;0.5;;
;0.012598816;;0.073573783;0.5;;
;0.012598816;;0.089724902;0.5;;
;0.012598816;;0.090936425;0.5;;
;0.012598816;;0.028896981;0.5;;
;0.012598816;;0.124057196;0.5;;
;0.012598816;;0.148240953;0.5;;
;0.012598816;;0.12450765;0.5;;
;0.012598816;;-0.001853568;0.5;;
;0.012598816;;0.03760951;0.5;;
;0.012598816;;0.150603203;0.5;;
;0.012598816;;-0.015434467;0.5;;
;0.012598816;;0.012904892;0.5;;
;0.012598816;;-0.134389251;0.5;;
;0.012598816;;0.057545469;0.5;;
;0.012598816;;-0.023273923;0.5;;
;0.012598816;;0.161588342;0.5;;
;0.012598816;;0.083919001;0.5;;
;0.012598816;;0.032020511;0.5;;
;0.012598816;;0.149202215;0.5;;
;0.012598816;;0.030110314;0.5;;
;0.012598816;;0.068834169;0.5;;
;0.012598816;;0.165856016;0.5;;
;0.012598816;;0.12285083;0.5;;
;0.012598816;;-0.013197846;0.5;;
;0.012598816;;0.096276388;0.5;;
;0.012598816;;0.030242468;0.5;;
;0.012598816;;0.129442553;0.5;;
;0.012598816;;0.058937388;0.5;;
;0.012598816;;-0.133762233;0.5;;
;0.012598816;;-0.015151746;0.5;;
;0.012598816;;0.081211667;0.5;;
;0.012598816;;-0.113621955;0.5;;
;0.012598816;;0.2302869;0.5;;
;0.012598816;;0.001675704;0.5;;
;0.012598816;;-0.08997257;0.5;;
;0.012598816;;0.047124678;0.5;;
;0.012598816;;0.136929891;0.5;;
;0.012598816;;-0.04498998;0.5;;
;0.012598816;;-0.007235288;0.5;;
;0.012598816;;0.198119438;0.5;;
;0.012598816;;0.180422163;0.5;;
;0.012598816;;0.079701796;0.5;;
;0.012598816;;0.12396418;0.5;;
;0.012598816;;0.025282985;0.5;;
;0.012598816;;0.083171655;0.5;;
;0.012598816;;0.017375778;0.5;;
;0.012598816;;0.00171106;0.5;;
;0.012598816;;0.106664143;0.5;;
;0.012598816;;-0.037137972;0.5;;
;0.012598816;;0.229510466;0.5;;
;0.012598816;;-0.022283304;0.5;;
;0.012598816;;0.049285873;0.5;;
;0.012598816;;0.003075723;0.5;;
;0.012598816;;0.043048558;0.5;;
;0.012598816;;0.122763824;0.5;;
;0.012598816;;0.146905242;0.5;;
;0.012598816;;0.070483023;0.5;;
;0.012598816;;0.131696873;0.5;;
;0.012598816;;0.027470135;0.5;;
;0.012598816;;0.190944568;0.5;;
;0.012598816;;0.008235339;0.5;;
;0.012598816;;0.178440029;0.5;;
;0.012598816;;0.06039289;0.5;;
;0.012598816;;0.035248923;0.5;;
;0.012598816;;0.107134567;0.5;;
;0.012598816;;0.040453876;0.5;;
;0.012598816;;0.010002638;0.5;;
;0.012598816;;-0.070910418;0.5;;
;0.012598816;;0.149517859;0.5;;
;0.012598816;;0.114243978;0.5;;
;0.012598816;;0.019555616;0.5;;
;0.012598816;;0.075476133;0.5;;
;0.012598816;;0.185006483;0.5;;
;0.012598816;;0.21219525;0.5;;
;0.012598816;;-0.022649283;0.5;;
;0.012598816;;-0.123485645;0.5;;
;0.012598816;;-0.002863584;0.5;;
;0.012598816;;-0.048226303;0.5;;
;0.012598816;;-0.084509231;0.5;;
;0.012598816;;0.095093737;0.5;;
;0.012598816;;-0.072771824;0.5;;
;0.012598816;;0.220868371;0.5;;
;0.012598816;;0.050310109;0.5;;
;0.012598816;;-0.135896233;0.5;;
;0.012598816;;-0.009488861;0.5;;
;0.012598816;;0.046687339;0.5;;
;0.012598816;;0.092587828;0.5;;
;0.012598816;;0.017929249;0.5;;
;0.012598816;;0.159320945;0.5;;
;0.012598816;;0.007526155;0.5;;
;0.012598816;;-0.001488347;0.5;;
;0.012598816;;-0.131754811;0.5;;
;0.012598816;;0.140071695;0.5;;
;0.012598816;;-0.117086728;0.5;;
;0.012598816;;-0.146956286;0.5;;
;0.012598816;;-0.011583959;0.5;;
;0.012598816;;-0.157269167;0.5;;
;0.012598816;;-0.0173576;0.5;;
;0.012598816;;0.327166002;0.5;;
;0.012598816;;0.018585565;0.5;;
;0.012598816;;0.093849278;0.5;;
;0.012598816;;-0.229382938;0.5;;
;0.012598816;;0.125934797;0.5;;
;0.012598816;;-0.16356021;0.5;;
;0.012598816;;-0.008048794;0.5;;
;0.012598816;;-0.077224932;0.5;;
;0.012598816;;0.04224721;0.5;;
;0.012598816;;0.073256947;0.5;;
;0.012598816;;-0.001721092;0.5;;
;0.012598816;;0.14347919;0.5;;
;0.012598816;;0.109362916;0.5;;
;0.012598816;;0.395522807;0.5;;
;0.012598816;;-0.046823403;0.5;;
;0.012598816;;0.024960162;0.5;;
;0.012598816;;0.061282966;0.5;;
;0.012598816;;0.159095671;0.5;;
;0.012598816;;0.239515372;0.5;;
;0.012598816;;-0.064062919;0.5;;
;0.012598816;;-0.044394257;0.5;;
;0.012598816;;0.204425142;0.5;;
;0.012598816;;-0.053714527;0.5;;
;0.012598816;;0.063671579;0.5;;
;0.012598816;;-0.050050169;0.5;;
;0.012598816;;-0.119360052;0.5;;
;0.012598816;;0.157504071;0.5;;
;0.012598816;;-0.044088821;0.5;;
;0.012598816;;-0.106252432;0.5;;
;0.012598816;;0.131199651;0.5;;
;0.012598816;;0.076705917;0.5;;
;0.012598816;;-0.016129417;0.5;;
;0.012598816;;0.010505381;0.5;;
;0.012598816;;0.118633697;0.5;;
;0.012598816;;0.063473195;0.5;;
;0.012598816;;-0.010710293;0.5;;
;0.012598816;;-0.123013121;0.5;;
;0.012598816;;0.295974082;0.5;;
;0.012598816;;0.114564369;0.5;;
;0.012598816;;0.092339211;0.5;;
;0.012598816;;-0.126429059;0.5;;
;0.012598816;;0.01965461;0.5;;
;0.012598816;;0.136646463;0.5;;
;0.012598816;;0.0582001;0.5;;
;0.012598816;;-0.14477727;0.5;;
;0.012598816;;-0.133860567;0.5;;
;0.012598816;;-0.033676738;0.5;;
;0.012598816;;0.087114749;0.5;;
;0.012598816;;0.136929966;0.5;;
;0.012598816;;0.198458641;0.5;;
;0.012598816;;0.194468613;0.5;;
;0.012598816;;-0.187075503;0.5;;
;0.012598816;;0.123065192;0.5;;
;0.012598816;;0.108443505;0.5;;
;0.012598816;;0.056613408;0.5;;
;0.012598816;;-0.148377391;0.5;;
;0.012598816;;0.063034685;0.5;;
;0.012598816;;-0.074356789;0.5;;
;0.012598816;;0.012835846;0.5;;
;0.012598816;;-0.021834373;0.5;;
;0.012598816;;-0.003242642;0.5;;
;0.012598816;;0.047676995;0.5;;
;0.012598816;;0.083695141;0.5;;
;0.012598816;;0.151025872;0.5;;
;0.012598816;;-0.020429606;0.5;;
;0.012598816;;0.047139813;0.5;;
;0.012598816;;0.15677426;0.5;;
;0.012598816;;0.057532281;0.5;;
;0.012598816;;0.025210907;0.5;;
;0.012598816;;0.087528983;0.5;;
;0.012598816;;0.128001236;0.5;;
;0.012598816;;0.122504819;0.5;;
;0.012598816;;0.036254015;0.5;;
;0.012598816;;0.098000492;0.5;;
;0.012598816;;-0.080189792;0.5;;
;0.012598816;;0.10327809;0.5;;
;0.012598816;;-0.009319381;0.5;;
;0.012598816;;0.039021056;0.5;;
;0.012598816;;-0.184455909;0.5;;
;0.012598816;;0.032964237;0.5;;
;0.012598816;;-0.088433721;0.5;;
;0.012598816;;-0.131312924;0.5;;
;0.012598816;;-0.023954036;0.5;;
;0.012598816;;0.072954983;0.5;;
;0.012598816;;0.145185112;0.5;;
;0.012598816;;0.116422775;0.5;;
;0.012598816;;-0.050570812;0.5;;
;0.012598816;;0.047055004;0.5;;
;0.012598816;;-0.098492025;0.5;;
;0.012598816;;-0.006648919;0.5;;
;0.012598816;;-0.059965651;0.5;;
;0.012598816;;-0.147197659;0.5;;
;0.012598816;;0.040295799;0.5;;
;0.012598816;;0.035455381;0.5;;
;0.012598816;;-0.093331648;0.5;;
;0.012598816;;0.037160795;0.5;;
;0.012598816;;0.165260886;0.5;;
;0.012598816;;0.102925581;0.5;;
;0.012598816;;0.085881244;0.5;;
;0.012598816;;-0.044202072;0.5;;
;0.012598816;;-0.009570977;0.5;;
;0.012598816;;-0.088881798;0.5;;
;0.012598816;;0.015119828;0.5;;
;0.012598816;;0.051469087;0.5;;
;0.012598816;;0.092116601;0.5;;
;0.012598816;;-0.027474414;0.5;;
;0.012598816;;0.068386343;0.5;;
;0.012598816;;0.118091527;0.5;;
;0.012598816;;0.248518058;0.5;;
;0.012598816;;-0.026564474;0.5;;
;0.012598816;;-0.114596285;0.5;;
;0.012598816;;0.050407224;0.5;;
;0.012598816;;0.062530963;0.5;;
;0.012598816;;-0.226639284;0.5;;
;0.012598816;;0.155760133;0.5;;
;0.012598816;;-0.066642454;0.5;;
;0.012598816;;0.094653262;0.5;;
;0.012598816;;0.062726584;0.5;;
;0.012598816;;-0.117083885;0.5;;
;0.012598816;;-0.146940459;0.5;;
;0.012598816;;0.050131055;0.5;;
;0.012598816;;0.012043293;0.5;;
;0.012598816;;0.195716278;0.5;;
;0.012598816;;-0.001227003;0.5;;
;0.012598816;;0.099316799;0.5;;
;0.012598816;;-0.017491477;0.5;;
;0.012598816;;0.136635496;0.5;;
;0.012598816;;-0.04909039;0.5;;
;0.012598816;;0.041238017;0.5;;
;0.012598816;;-0.036726256;0.5;;
;0.012598816;;0.115249949;0.5;;
;0.012598816;;-0.101751021;0.5;;
;0.012598816;;0.055051073;0.5;;
;0.012598816;;0.063942276;0.5;;
;0.012598816;;0.125955667;0.5;;
;0.012598816;;-0.053006217;0.5;;
;0.012598816;;0.107143947;0.5;;
;0.012598816;;0.093461237;0.5;;
;0.012598816;;-0.217692739;0.5;;
;0.012598816;;-0.069726242;0.5;;
;0.012598816;;-0.058367067;0.5;;
;0.012598816;;0.145706737;0.5;;
;0.012598816;;0.156657718;0.5;;
;0.012598816;;0.0496762;0.5;;
;0.012598816;;0.122250937;0.5;;
;0.012598816;;-0.022708855;0.5;;
;0.012598816;;-0.0302064;0.5;;
;0.012598816;;0.046945342;0.5;;
;0.012598816;;0.244116527;0.5;;
;0.012598816;;-0.11105553;0.5;;
;0.012598816;;-0.109577132;0.5;;
;0.012598816;;0.043380552;0.5;;
;0.012598816;;-0.042033042;0.5;;
;0.012598816;;-0.167134904;0.5;;
;0.012598816;;-0.037897781;0.5;;
;0.012598816;;0.129107236;0.5;;
;0.012598816;;0.04335627;0.5;;
;0.012598816;;-0.102111906;0.5;;
;0.012598816;;-0.056296238;0.5;;
;0.012598816;;0.094837132;0.5;;
;0.012598816;;0.074703706;0.5;;
;0.012598816;;0.141428359;0.5;;
;0.012598816;;0.013627348;0.5;;
;0.012598816;;0.02413917;0.5;;
;0.012598816;;-0.058094643;0.5;;
;0.012598816;;0.012405339;0.5;;
;0.012598816;;-0.086223561;0.5;;
;0.012598816;;-0.044145473;0.5;;
;0.012598816;;0.092696064;0.5;;
;0.012598816;;0.005579621;0.5;;
;0.012598816;;-0.032688429;0.5;;
;0.012598816;;-0.050644096;0.5;;
;0.012598816;;-0.07058918;0.5;;
;0.012598816;;-0.122297503;0.5;;
;0.012598816;;-0.003803753;0.5;;
;0.012598816;;0.112674893;0.5;;
;0.012598816;;0.191398743;0.5;;
;0.012598816;;0.073318999;0.5;;
;0.012598816;;0.073986331;0.5;;
;0.012598816;;-0.051338445;0.5;;
;0.012598816;;0.115590439;0.5;;
;0.012598816;;0.128264077;0.5;;
;0.012598816;;-0.040863528;0.5;;
;0.012598816;;-0.015259569;0.5;;
;0.012598816;;0.213580112;0.5;;
;0.012598816;;0.173886859;0.5;;
;0.012598816;;0.089137264;0.5;;
;0.012598816;;0.072279547;0.5;;
;0.012598816;;-0.024217475;0.5;;
;0.012598816;;0.155663099;0.5;;
;0.012598816;;0.092169245;0.5;;
;0.012598816;;0.004259241;0.5;;
;0.012598816;;-0.01046303;0.5;;
;0.012598816;;0.078923471;0.5;;
;0.012598816;;0.015078682;0.5;;
;0.012598816;;0.058996061;0.5;;
;0.012598816;;0.149120855;0.5;;
